Date ,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
44118.00,EQ,3260.00,3494.70,3250.00,3249.75,3280.00,3330.55,3386.52,3512.70,1210.00,1614848.00,5468715537.50,136095.00
44117.00,EQ,3155.50,3320.00,3155.50,3276.70,3270.00,3249.75,3237.59,3512.70,1210.00,859474.00,2782627474.95,102404.00
44116.00,EQ,2937.25,3512.70,2936.00,2927.25,3199.00,3276.70,3158.21,3512.70,1210.00,1359935.00,4294959873.20,119749.00
44113.00,EQ,2849.00,2950.00,2814.25,2861.40,2926.00,2927.25,2897.61,2959.00,1210.00,357822.00,1036828778.10,49921.00
44112.00,EQ,2718.00,2959.00,2718.00,2667.10,2853.80,2861.40,2876.50,2959.00,1210.00,843440.00,2426151126.15,95750.00
44111.00,EQ,2690.00,2699.00,2631.10,2681.20,2669.90,2667.10,2663.58,2794.35,1210.00,121336.00,323187546.75,29863.00
44110.00,EQ,2600.00,2718.00,2595.20,2581.10,2708.75,2681.20,2662.54,2794.35,1210.00,234362.00,623998475.80,31814.00
44109.00,EQ,2553.50,2590.65,2520.00,2527.25,2585.00,2581.10,2564.91,2794.35,1210.00,137708.00,353208692.10,17641.00
44105.00,EQ,2565.00,2595.00,2515.20,2543.55,2527.00,2527.25,2550.09,2794.35,1210.00,93536.00,238524881.00,20658.00
44104.00,EQ,2518.00,2571.00,2504.35,2501.50,2545.00,2543.55,2542.39,2794.35,1210.00,219526.00,558120820.60,39298.00
44103.00,EQ,2534.70,2561.60,2466.15,2536.05,2505.45,2501.50,2505.43,2794.35,1210.00,242930.00,608644657.00,30494.00
44102.00,EQ,2489.00,2558.90,2488.95,2473.70,2494.60,2536.05,2517.92,2794.35,1210.00,209712.00,528037839.15,18097.00
44099.00,EQ,2389.00,2494.90,2370.00,2414.40,2460.00,2473.70,2445.21,2794.35,1210.00,270255.00,660829044.95,33142.00
44098.00,EQ,2448.50,2518.05,2311.60,2448.45,2345.00,2414.40,2408.33,2794.35,1210.00,841246.00,2026002111.25,66347.00
44097.00,EQ,2618.40,2684.00,2401.00,2579.85,2467.00,2448.45,2531.95,2794.35,1210.00,663977.00,1681154629.50,58280.00
44096.00,EQ,2660.00,2699.95,2502.00,2657.05,2578.00,2579.85,2597.96,2794.35,1210.00,340250.00,883954644.60,57033.00
44095.00,EQ,2644.00,2734.30,2611.55,2706.90,2620.00,2657.05,2688.82,2794.35,1210.00,349426.00,939544591.40,41770.00
44092.00,EQ,2750.00,2794.35,2675.00,2737.95,2702.40,2706.90,2742.44,2794.35,1210.00,405293.00,1111493596.70,52368.00
44091.00,EQ,2695.00,2760.00,2675.10,2697.60,2701.60,2737.95,2729.77,2780.00,1210.00,478651.00,1306606455.20,63740.00
44090.00,EQ,2688.00,2700.00,2670.05,2690.80,2696.55,2697.60,2696.20,2780.00,1210.00,168792.00,455096279.10,24780.00
44089.00,EQ,2651.00,2780.00,2647.95,2651.70,2690.90,2690.80,2722.91,2780.00,1210.00,317585.00,864755568.15,63976.00
44088.00,EQ,2506.00,2686.15,2500.00,2499.40,2647.95,2651.70,2578.56,2686.15,1210.00,869710.00,2242595898.25,64456.00
44085.00,EQ,2474.00,2510.00,2472.80,2472.75,2500.00,2499.40,2494.81,2550.00,1210.00,88596.00,221030314.80,12000.00
44084.00,EQ,2470.05,2524.85,2460.10,2455.50,2476.00,2472.75,2494.54,2550.00,1210.00,131035.00,326872074.40,25982.00
44083.00,EQ,2479.60,2506.70,2412.00,2488.35,2486.00,2455.50,2467.93,2550.00,1210.00,122396.00,302065059.80,31231.00
44082.00,EQ,2434.00,2508.80,2410.55,2410.00,2491.00,2488.35,2480.08,2550.00,1210.00,227660.00,564614324.95,24983.00
44081.00,EQ,2475.00,2498.00,2403.00,2478.60,2416.00,2410.00,2424.73,2550.00,1210.00,105558.00,255949944.25,20107.00
44078.00,EQ,2452.00,2488.15,2427.10,2488.25,2487.00,2478.60,2451.49,2550.00,1210.00,206186.00,505462620.60,16321.00
44077.00,EQ,2498.95,2517.50,2481.00,2479.20,2487.50,2488.25,2498.82,2550.00,1210.00,68058.00,170065014.35,16873.00
44076.00,EQ,2500.00,2530.00,2440.00,2471.65,2499.65,2479.20,2482.00,2550.00,1210.00,153680.00,381433982.90,35982.00
44075.00,EQ,2480.05,2550.00,2451.50,2458.35,2486.00,2471.65,2509.39,2550.00,1210.00,329890.00,827824029.20,27534.00
44074.00,EQ,2515.00,2530.00,2406.60,2519.60,2458.40,2458.35,2478.95,2530.00,1210.00,140050.00,347177064.20,20220.00
44071.00,EQ,2500.00,2530.00,2495.10,2496.85,2522.00,2519.60,2522.46,2530.00,1210.00,239015.00,602904959.20,26500.00
44070.00,EQ,2470.00,2527.70,2455.65,2471.65,2492.55,2496.85,2501.14,2530.00,1210.00,306228.00,765920483.30,38425.00
44069.00,EQ,2363.65,2498.90,2346.80,2343.25,2468.00,2471.65,2455.51,2530.00,1210.00,307900.00,756051138.85,35932.00
44068.00,EQ,2343.55,2387.15,2335.05,2340.40,2350.00,2343.25,2363.31,2530.00,1210.00,111386.00,263239274.55,12778.00
44067.00,EQ,2388.00,2388.00,2329.00,2367.55,2340.00,2340.40,2348.52,2530.00,1210.00,95077.00,223289840.65,17683.00
44064.00,EQ,2376.30,2395.00,2357.00,2373.60,2365.00,2367.55,2372.38,2530.00,1210.00,47908.00,113655875.75,12212.00
44063.00,EQ,2380.00,2403.40,2354.75,2385.30,2365.00,2373.60,2379.14,2530.00,1210.00,76166.00,181209751.90,12049.00
44062.00,EQ,2411.65,2439.55,2380.00,2422.15,2392.00,2385.30,2404.35,2530.00,1210.00,218023.00,524203049.35,25621.00
44061.00,EQ,2451.20,2459.95,2411.20,2440.90,2426.00,2422.15,2443.48,2530.00,1210.00,110602.00,270253570.00,17549.00
44060.00,EQ,2451.10,2468.90,2400.90,2440.00,2440.00,2440.90,2435.55,2530.00,1210.00,99081.00,241316634.10,19279.00
44057.00,EQ,2472.05,2484.05,2425.00,2471.85,2435.75,2440.00,2446.03,2530.00,1210.00,88007.00,215268183.90,29076.00
44056.00,EQ,2517.95,2517.95,2457.05,2496.65,2473.05,2471.85,2474.64,2530.00,1210.00,75354.00,186474171.10,14559.00
44055.00,EQ,2500.00,2530.00,2476.00,2516.45,2500.00,2496.65,2506.64,2530.00,1210.00,66881.00,167646737.35,11209.00
44054.00,EQ,2525.00,2530.00,2463.35,2519.30,2517.00,2516.45,2524.61,2530.00,1210.00,280185.00,707357066.25,14483.00
44053.00,EQ,2475.00,2524.00,2457.05,2467.60,2519.80,2519.30,2510.59,2529.00,1210.00,205400.00,515674585.60,12147.00
44050.00,EQ,2475.00,2509.70,2446.05,2468.95,2463.00,2467.60,2471.00,2529.00,1210.00,75176.00,185759585.00,12964.00
44049.00,EQ,2510.00,2524.95,2431.10,2499.80,2498.00,2468.95,2478.14,2529.00,1210.00,169207.00,419318307.40,27840.00
44048.00,EQ,2458.00,2529.00,2458.00,2448.55,2500.00,2499.80,2507.90,2529.00,1210.00,373104.00,935708243.40,28840.00
44047.00,EQ,2500.00,2500.00,2425.00,2490.70,2444.00,2448.55,2460.65,2500.00,1210.00,194655.00,478977602.60,33713.00
44046.00,EQ,2417.00,2497.90,2413.65,2416.80,2487.00,2490.70,2480.11,2497.90,1210.00,400661.00,993683161.25,39163.00
44043.00,EQ,2360.05,2435.00,2360.05,2386.50,2415.00,2416.80,2411.06,2489.00,1210.00,87331.00,210560648.35,13555.00
44042.00,EQ,2420.00,2439.90,2353.25,2400.45,2404.00,2386.50,2395.05,2489.00,1210.00,137769.00,329963898.65,28004.00
44041.00,EQ,2416.00,2488.60,2396.00,2415.70,2405.00,2400.45,2445.49,2489.00,1210.00,272337.00,665997940.65,16876.00
44040.00,EQ,2410.00,2470.00,2385.00,2427.00,2419.00,2415.70,2423.79,2489.00,1210.00,248944.00,603387513.85,38683.00
44039.00,EQ,2261.00,2489.00,2261.00,2274.40,2410.00,2427.00,2393.68,2489.00,1210.00,500144.00,1197186959.10,56296.00
44036.00,EQ,2205.65,2305.00,2205.65,2261.95,2274.00,2274.40,2258.73,2359.00,1210.00,154741.00,349518221.60,27359.00
44035.00,EQ,2330.65,2359.00,2250.00,2330.65,2272.00,2261.95,2275.51,2359.00,1210.00,230141.00,523688049.20,46956.00
